OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030429_1010,Field Msr/Obs,Water,,2003-04-29,10:10:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,50,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030512_0943,Field Msr/Obs,Water,,2003-05-12,09:43:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,44,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030512_0943,Field Msr/Obs,Water,,2003-05-12,09:43:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,125,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030603_1023,Field Msr/Obs,Water,,2003-06-03,10:23:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,40,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030603_1023,Field Msr/Obs,Water,,2003-06-03,10:23:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,235,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030610_0924,Field Msr/Obs,Water,,2003-06-10,09:24:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,35,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030610_0924,Field Msr/Obs,Water,,2003-06-10,09:24:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,173,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030624_1004,Field Msr/Obs,Water,,2003-06-24,10:04:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,28,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030624_1004,Field Msr/Obs,Water,,2003-06-24,10:04:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,50,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030708_0942,Field Msr/Obs,Water,,2003-07-08,09:42:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,31,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030708_0942,Field Msr/Obs,Water,,2003-07-08,09:42:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,50,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030723_0941,Field Msr/Obs,Water,,2003-07-23,09:41:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,28,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030723_0941,Field Msr/Obs,Water,,2003-07-23,09:41:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,196,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030805_1030,Field Msr/Obs,Water,,2003-08-05,10:30:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,29,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030805_1030,Field Msr/Obs,Water,,2003-08-05,10:30:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,187,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030903_0940,Field Msr/Obs,Water,,2003-09-03,09:40:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,26,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030903_0940,Field Msr/Obs,Water,,2003-09-03,09:40:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,137,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030916_0958,Field Msr/Obs,Water,,2003-09-16,09:58:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,25,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030916_0958,Field Msr/Obs,Water,,2003-09-16,09:58:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,50,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030930_1005,Field Msr/Obs,Water,,2003-09-30,10:05:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,33,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20030930_1005,Field Msr/Obs,Water,,2003-09-30,10:05:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,217,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20031022_1003,Field Msr/Obs,Water,,2003-10-22,10:03:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,32,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20031022_1003,Field Msr/Obs,Water,,2003-10-22,10:03:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,229,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20031028_0918,Field Msr/Obs,Water,,2003-10-28,09:18:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,32,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20031028_0918,Field Msr/Obs,Water,,2003-10-28,09:18:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,195,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20031112_0919,Field Msr/Obs,Water,,2003-11-12,09:19:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,33,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20031112_0919,Field Msr/Obs,Water,,2003-11-12,09:19:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,125,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20031124_0953,Field Msr/Obs,Water,,2003-11-24,09:53:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,36,ug/l,,Final,,Actual,,,,,,no flow because of ice,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20031124_0953,Field Msr/Obs,Water,,2003-11-24,09:53:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,50,ug/l,,Final,,Actual,,,,,,no flow because of ice,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20031208_1022,Field Msr/Obs,Water,,2003-12-08,10:22:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,45,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20031208_1022,Field Msr/Obs,Water,,2003-12-08,10:22:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,252,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20031222_1032,Field Msr/Obs,Water,,2003-12-22,10:32:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,33,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20031222_1032,Field Msr/Obs,Water,,2003-12-22,10:32:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,50,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040108_0918,Field Msr/Obs,Water,,2004-01-08,09:18:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,33,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040108_0918,Field Msr/Obs,Water,,2004-01-08,09:18:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,50,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040121_0926,Field Msr/Obs,Water,,2004-01-21,09:26:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,41,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040121_0926,Field Msr/Obs,Water,,2004-01-21,09:26:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,141,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040302_0923,Field Msr/Obs,Water,,2004-03-02,09:23:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,49,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040302_0923,Field Msr/Obs,Water,,2004-03-02,09:23:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,264,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040317_0935,Field Msr/Obs,Water,,2004-03-17,09:35:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,47,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040317_0935,Field Msr/Obs,Water,,2004-03-17,09:35:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,277,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040401_1055,Field Msr/Obs,Water,,2004-04-01,10:55:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,34,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040401_1055,Field Msr/Obs,Water,,2004-04-01,10:55:00,PST,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,215,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040413_0938,Field Msr/Obs,Water,,2004-04-13,09:38:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,36,ug/l,,Final,,Actual,,,,,,irrigation season starting,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040413_0938,Field Msr/Obs,Water,,2004-04-13,09:38:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,213,ug/l,,Final,,Actual,,,,,,irrigation season starting,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040427_0944,Field Msr/Obs,Water,,2004-04-27,09:44:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,39,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040427_0944,Field Msr/Obs,Water,,2004-04-27,09:44:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,174,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040512_1002,Field Msr/Obs,Water,,2004-05-12,10:02:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,32,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040512_1002,Field Msr/Obs,Water,,2004-05-12,10:02:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,177,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040526_1022,Field Msr/Obs,Water,,2004-05-26,10:22:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,36,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040526_1022,Field Msr/Obs,Water,,2004-05-26,10:22:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,168,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040609_1023,Field Msr/Obs,Water,,2004-06-09,10:23:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,28,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040609_1023,Field Msr/Obs,Water,,2004-06-09,10:23:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,127,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040622_1054,Field Msr/Obs,Water,,2004-06-22,10:54:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,37,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040622_1054,Field Msr/Obs,Water,,2004-06-22,10:54:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,187,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040707_1017,Field Msr/Obs,Water,,2004-07-07,10:17:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,38,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040707_1017,Field Msr/Obs,Water,,2004-07-07,10:17:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,50,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040719_1002,Field Msr/Obs,Water,,2004-07-19,10:02:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,31,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040719_1002,Field Msr/Obs,Water,,2004-07-19,10:02:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,120,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040804_0934,Field Msr/Obs,Water,,2004-08-04,09:34:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,31,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040804_0934,Field Msr/Obs,Water,,2004-08-04,09:34:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,155,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040818_1048,Field Msr/Obs,Water,,2004-08-18,10:48:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,28,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040818_1048,Field Msr/Obs,Water,,2004-08-18,10:48:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,212,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040831_1015,Field Msr/Obs,Water,,2004-08-31,10:15:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Phosphorus,Total,28,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_SR_WQ_19_0_20040831_1015,Field Msr/Obs,Water,,2004-08-31,10:15:00,PDT,,,,0,m,,,,,,KT_SR_WQ,,KLAMATHTRIBES_WQX-SR0050,,,,,,,,,,Nitrogen,Total,160,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
