OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
CEDEN,California State Water Resources Control Board,CEDEN--2145632647,2009-08-18,12:20:00,PST,CEDEN-KR19019_KHSA,STORET-725954913,,,as P,Phosphorus,Total,0.17,mg/l,,Final,,Actual,,,,,,,,,,1,,30,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145624385,2009-09-15,13:00:00,PST,CEDEN-KR19019_KHSA,STORET-725727889,,,,Nitrogen,Total,0.39,mg/l,,Final,,Actual,,,,,,,,,,1,,10,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145624385,2009-09-15,13:00:00,PST,CEDEN-KR19019_KHSA,STORET-725727890,,,,Organic carbon,Dissolved,5.46,mg/l,,Final,,Actual,,,,,,,,,,1,,10,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145624385,2009-09-15,13:00:00,PST,CEDEN-KR19019_KHSA,STORET-725727892,,,as P,Phosphorus,Total,0.15,mg/l,,Final,,Actual,,,,,,,,,,1,,10,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145630903,2009-09-15,13:40:00,PST,CEDEN-KR19019_KHSA,STORET-725716055,,,,Nitrogen,Total,0.47,mg/l,,Final,,Actual,,,,,,,,,,1,,40,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145630903,2009-09-15,13:40:00,PST,CEDEN-KR19019_KHSA,STORET-725716057,,,,Organic carbon,Dissolved,4.44,mg/l,,Final,,Actual,,,,,,,,,,1,,40,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145630903,2009-09-15,13:40:00,PST,CEDEN-KR19019_KHSA,STORET-725716058,,,as P,Phosphorus,Total,0.22,mg/l,,Final,,Actual,,,,,,,,,,1,,40,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145631970,2009-09-15,13:30:00,PST,CEDEN-KR19019_KHSA,STORET-725601170,,,,Nitrogen,Total,0.42,mg/l,,Final,,Actual,,,,,,,,,,1,,30,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145631970,2009-09-15,13:30:00,PST,CEDEN-KR19019_KHSA,STORET-725601172,,,as P,Phosphorus,Total,0.16,mg/l,,Final,,Actual,,,,,,,,,,1,,30,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145631970,2009-09-15,13:30:00,PST,CEDEN-KR19019_KHSA,STORET-725601174,,,,Organic carbon,Dissolved,4.76,mg/l,,Final,,Actual,,,,,,,,,,1,,30,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632782,2009-09-15,12:55:00,PST,CEDEN-KR19019_KHSA,STORET-725480706,,,,Organic carbon,Dissolved,5.08,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632782,2009-09-15,12:55:00,PST,CEDEN-KR19019_KHSA,STORET-725480709,,,as P,Phosphorus,Total,0.19,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632782,2009-09-15,12:55:00,PST,CEDEN-KR19019_KHSA,STORET-725480710,,,,Nitrogen,Total,0.4,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145633563,2009-09-15,13:20:00,PST,CEDEN-KR19019_KHSA,STORET-725413094,,,,Organic carbon,Dissolved,4.38,mg/l,,Final,,Actual,,,,,,,,,,1,,20,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145633563,2009-09-15,13:20:00,PST,CEDEN-KR19019_KHSA,STORET-725413096,,,as P,Phosphorus,Total,0.22,mg/l,,Final,,Actual,,,,,,,,,,1,,20,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628286,2009-10-13,15:00:00,PST,CEDEN-KR19019_KHSA,STORET-725319619,,,,Nitrogen,Total,1.26,mg/l,,Final,,Actual,,,,,,,,,,1,,40,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628286,2009-10-13,15:00:00,PST,CEDEN-KR19019_KHSA,STORET-725319620,,,,Organic carbon,Dissolved,4.83,mg/l,,Final,,Actual,,,,,,,,,,1,,40,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628286,2009-10-13,15:00:00,PST,CEDEN-KR19019_KHSA,STORET-725319621,,,as P,Phosphorus,Total,0.25,mg/l,,Final,,Actual,,,,,,,,,,1,,40,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145629414,2009-10-13,14:40:00,PST,CEDEN-KR19019_KHSA,STORET-725635675,,,,Nitrogen,Total,2.11,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145629414,2009-10-13,14:40:00,PST,CEDEN-KR19019_KHSA,STORET-725635676,,,as P,Phosphorus,Total,0.22,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145629414,2009-10-13,14:40:00,PST,CEDEN-KR19019_KHSA,STORET-725635677,,,,Organic carbon,Dissolved,5.8,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632486,2009-10-13,14:45:00,PST,CEDEN-KR19019_KHSA,STORET-725925520,,,,Organic carbon,Dissolved,5.95,mg/l,,Final,,Actual,,,,,,,,,,1,,10,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632486,2009-10-13,14:45:00,PST,CEDEN-KR19019_KHSA,STORET-725925523,,,,Nitrogen,Total,2.1,mg/l,,Final,,Actual,,,,,,,,,,1,,10,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632486,2009-10-13,14:45:00,PST,CEDEN-KR19019_KHSA,STORET-725925525,,,as P,Phosphorus,Total,0.24,mg/l,,Final,,Actual,,,,,,,,,,1,,10,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634728,2009-10-13,14:55:00,PST,CEDEN-KR19019_KHSA,STORET-725280525,,,as P,Phosphorus,Total,0.22,mg/l,,Final,,Actual,,,,,,,,,,1,,30,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634728,2009-10-13,14:55:00,PST,CEDEN-KR19019_KHSA,STORET-725280528,,,,Nitrogen,Total,0.9,mg/l,,Final,,Actual,,,,,,,,,,1,,30,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634728,2009-10-13,14:55:00,PST,CEDEN-KR19019_KHSA,STORET-725280529,,,,Organic carbon,Dissolved,4.72,mg/l,,Final,,Actual,,,,,,,,,,1,,30,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634982,2009-10-13,14:50:00,PST,CEDEN-KR19019_KHSA,STORET-725445733,,,,Organic carbon,Dissolved,5.77,mg/l,,Final,,Actual,,,,,,,,,,1,,20,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634982,2009-10-13,14:50:00,PST,CEDEN-KR19019_KHSA,STORET-725445737,,,,Nitrogen,Total,1.95,mg/l,,Final,,Actual,,,,,,,,,,1,,20,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145634982,2009-10-13,14:50:00,PST,CEDEN-KR19019_KHSA,STORET-725445738,,,as P,Phosphorus,Total,0.24,mg/l,,Final,,Actual,,,,,,,,,,1,,20,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145625228,2009-11-17,14:20:00,PST,CEDEN-KR19019_KHSA,STORET-725625167,,,,Nitrogen,Total,1.35,mg/l,,Final,,Actual,,,,,,,,,,1,,30,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145625228,2009-11-17,14:20:00,PST,CEDEN-KR19019_KHSA,STORET-725625168,,,,Organic carbon,Dissolved,5.52,mg/l,,Final,,Actual,,,,,,,,,,1,,30,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145625228,2009-11-17,14:20:00,PST,CEDEN-KR19019_KHSA,STORET-725625170,,,as P,Phosphorus,Total,0.15,mg/l,,Final,,Actual,,,,,,,,,,1,,30,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145626574,2009-11-17,14:15:00,PST,CEDEN-KR19019_KHSA,STORET-725814165,,,,Nitrogen,Total,1.39,mg/l,,Final,,Actual,,,,,,,,,,1,,20,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145626574,2009-11-17,14:15:00,PST,CEDEN-KR19019_KHSA,STORET-725814166,,,as P,Phosphorus,Total,0.16,mg/l,,Final,,Actual,,,,,,,,,,1,,20,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145626574,2009-11-17,14:15:00,PST,CEDEN-KR19019_KHSA,STORET-725814171,,,,Organic carbon,Dissolved,5.43,mg/l,,Final,,Actual,,,,,,,,,,1,,20,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632213,2009-11-17,14:00:00,PST,CEDEN-KR19019_KHSA,STORET-725321788,,,,Nitrogen,Total,1.45,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632213,2009-11-17,14:00:00,PST,CEDEN-KR19019_KHSA,STORET-725321790,,,as P,Phosphorus,Total,0.16,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632213,2009-11-17,14:00:00,PST,CEDEN-KR19019_KHSA,STORET-725321792,,,,Organic carbon,Dissolved,5.32,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632707,2009-11-17,14:10:00,PST,CEDEN-KR19019_KHSA,STORET-725652291,,,,Organic carbon,Dissolved,5.63,mg/l,,Final,,Actual,,,,,,,,,,1,,10,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632707,2009-11-17,14:10:00,PST,CEDEN-KR19019_KHSA,STORET-725652292,,,,Nitrogen,Total,1.38,mg/l,,Final,,Actual,,,,,,,,,,1,,10,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632707,2009-11-17,14:10:00,PST,CEDEN-KR19019_KHSA,STORET-725652293,,,as P,Phosphorus,Total,0.64,mg/l,,Final,,Actual,,,,,,,,,,1,,10,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636509,2009-11-17,13:50:00,PST,CEDEN-KR19019_KHSA,STORET-725711754,,,,Organic carbon,Dissolved,4.74,mg/l,,Final,,Actual,,,,,,,,,,1,,40,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636509,2009-11-17,13:50:00,PST,CEDEN-KR19019_KHSA,STORET-725711757,,,,Nitrogen,Total,1.18,mg/l,,Final,,Actual,,,,,,,,,,1,,40,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636509,2009-11-17,13:50:00,PST,CEDEN-KR19019_KHSA,STORET-725711758,,,as P,Phosphorus,Total,0.23,mg/l,,Final,,Actual,,,,,,,,,,1,,40,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627370,2009-12-15,12:55:00,PST,CEDEN-KR19019_KHSA,STORET-725708581,,,as P,Phosphorus,Total,0.094,mg/l,,Final,,Actual,,,,,,,,,,1,,10,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627370,2009-12-15,12:55:00,PST,CEDEN-KR19019_KHSA,STORET-725708583,,,,Nitrogen,Total,1.51,mg/l,,Final,,Actual,,,,,,,,,,1,,10,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145627370,2009-12-15,12:55:00,PST,CEDEN-KR19019_KHSA,STORET-725708586,,,,Organic carbon,Dissolved,4.84,mg/l,,Final,,Actual,,,,,,,,,,1,,10,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628138,2009-12-15,13:05:00,PST,CEDEN-KR19019_KHSA,STORET-725464504,,,as P,Phosphorus,Total,0.14,mg/l,,Final,,Actual,,,,,,,,,,1,,20,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628138,2009-12-15,13:05:00,PST,CEDEN-KR19019_KHSA,STORET-725464507,,,,Nitrogen,Total,1.47,mg/l,,Final,,Actual,,,,,,,,,,1,,20,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145628138,2009-12-15,13:05:00,PST,CEDEN-KR19019_KHSA,STORET-725464508,,,,Organic carbon,Dissolved,4.76,mg/l,,Final,,Actual,,,,,,,,,,1,,20,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145631420,2009-12-15,13:15:00,PST,CEDEN-KR19019_KHSA,STORET-725310819,,,,Nitrogen,Total,1.64,mg/l,,Final,,Actual,,,,,,,,,,1,,30,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145631420,2009-12-15,13:15:00,PST,CEDEN-KR19019_KHSA,STORET-725310821,,,,Organic carbon,Dissolved,4.75,mg/l,,Final,,Actual,,,,,,,,,,1,,30,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145631420,2009-12-15,13:15:00,PST,CEDEN-KR19019_KHSA,STORET-725310822,,,as P,Phosphorus,Total,0.098,mg/l,,Final,,Actual,,,,,,,,,,1,,30,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632490,2009-12-15,13:30:00,PST,CEDEN-KR19019_KHSA,STORET-725791039,,,,Organic carbon,Dissolved,4.81,mg/l,,Final,,Actual,,,,,,,,,,1,,40,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632490,2009-12-15,13:30:00,PST,CEDEN-KR19019_KHSA,STORET-725791041,,,,Nitrogen,Total,1.63,mg/l,,Final,,Actual,,,,,,,,,,1,,40,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145632490,2009-12-15,13:30:00,PST,CEDEN-KR19019_KHSA,STORET-725791042,,,as P,Phosphorus,Total,0.11,mg/l,,Final,,Actual,,,,,,,,,,1,,40,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636979,2009-12-15,12:45:00,PST,CEDEN-KR19019_KHSA,STORET-725779555,,,as P,Phosphorus,Total,0.079,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636979,2009-12-15,12:45:00,PST,CEDEN-KR19019_KHSA,STORET-725779558,,,,Nitrogen,Total,1.55,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145636979,2009-12-15,12:45:00,PST,CEDEN-KR19019_KHSA,STORET-725779560,,,,Organic carbon,Dissolved,4.83,mg/l,,Final,,Actual,,,,,,,,,,1,,0.5,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145626818,2010-02-17,14:30:00,PST,CEDEN-KR19019_KHSA,STORET-725379879,,,,Organic carbon,Dissolved,4.15,mg/l,,Final,,Actual,,,,,,,,,,1,,13,m,,,,,,,,,,,,,,,,,,,,,,,,,62,CEDEN,EPA 415.1,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145626818,2010-02-17,14:30:00,PST,CEDEN-KR19019_KHSA,STORET-725379882,,,,Nitrogen,Total,1.62,mg/l,,Final,,Actual,,,,,,,,,,1,,13,m,,,,,,,,,,,,,,,,,,,,,,,,,4056,CEDEN,SM 4500-N C,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2145626818,2010-02-17,14:30:00,PST,CEDEN-KR19019_KHSA,STORET-725379883,,,as P,Phosphorus,Total,0.072,mg/l,,Final,,Actual,,,,,,,,,,1,,13,m,,,,,,,,,,,,,,,,,,,,,,,,,181,CEDEN,EPA 365.4,,,,CH2MHILL,1950-01-01,01-JAN-01,PST,,,,,,,,,,,,STORET
